Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
12.02.2018,1.19,0.25,69.46,32.79,6.94,7.49,1.62,79.54,964.27,1.46,308.1
13.02.2018,1.53,0.31,60.13,48.39,17.42,15.07,-0.14,68.68,963.03,1.17,0
14.02.2018,2.34,0.37,38.77,65.94,32.03,21.62,-0.23,65.14,964.34,1.19,0
15.02.2018,1.58,0.34,45.94,63.29,18.49,20.65,1.07,83.4,967.29,2.4,940.23
16.02.2018,1,0.31,57.53,48.42,15.75,10.48,5.75,82.04,972.52,1.13,805.57
17.02.2018,0.93,0.32,37.35,31.26,7.14,13.63,3.72,90.34,967.42,1.36,841.08
18.02.2018,1.07,0.31,50.93,27.01,4.62,20.2,1.4,83.78,972.31,1.8,194.22
19.02.2018,1.37,0.38,37.42,44.99,17.06,40.03,1.37,75.31,966.59,1.12,0
20.02.2018,1.48,0.34,52.25,39.51,14.51,,0.82,69.17,963.13,1.87,0
21.02.2018,1.6,0.34,67.4,36.71,15.13,,-0.21,70.08,964.43,2.65,0.02
22.02.2018,2.01,0.36,57.45,36.12,11.47,,-1.22,69.03,961.02,3.1,0
23.02.2018,1.55,0.36,61.08,32.24,10.6,,-1.35,69.88,961.17,3.07,0
24.02.2018,1.83,0.34,74.77,21.89,4.44,33.15,-0.48,63.41,962.44,2.9,0
25.02.2018,1.9,0.26,78.11,16.7,3.86,21.53,-4.37,53.54,966.5,2.84,0
26.02.2018,2.52,0.29,68.89,25.11,9.34,26.43,-7.84,58.86,965.87,3.17,0
27.02.2018,3.08,0.33,60.9,30.66,10.06,33.76,-7.94,61.88,962.24,2.87,0
28.02.2018,2.6,0.38,58.16,38.14,13.63,43.09,-6.62,63.24,960.22,3.27,0
01.03.2018,2.08,0.41,53.33,43.63,11.28,47.63,-4.7,74.36,950.72,2.92,0.88
02.03.2018,2,0.52,56.93,55.23,16.59,58.32,-2.73,77.02,945.5,1.5,224.9
03.03.2018,1.52,0.52,30.2,54.86,16.87,33.58,0.25,85.82,946.85,1.8,206.5
04.03.2018,1.74,0.43,51.3,43.83,12.3,25.41,4.46,82.41,948.73,1.52,41.72
05.03.2018,2.07,0.36,67.92,50.49,23.65,20.11,7.33,70.04,945.09,1.72,37.15
06.03.2018,1.86,0.36,72.71,39.75,21.42,31.96,6.11,76.06,942.4,1.58,102.07
07.03.2018,1.16,0.3,76.72,23.23,4.45,9.22,6.07,74.17,949.63,2.43,205
08.03.2018,1.61,0.29,77.84,40.93,47.29,12.13,7.12,62.45,957.2,2.47,151.58
09.03.2018,1.81,0.31,80.96,46.74,24.27,16.74,9.51,44.89,959.15,2.99,1.03
10.03.2018,1.57,0.36,63.73,47.85,10.53,14.19,9.39,73.52,956.49,1.07,321.73
11.03.2018,1.36,0.4,28.09,44.13,12.66,19.62,8.22,82.78,948.75,0.96,20.73
12.03.2018,1.23,0.3,79.73,29.02,9.97,11.83,9.34,74.43,949.7,2.48,219.52
13.03.2018,0.89,0.22,83.06,17,4.11,6.02,7.2,70.93,958.75,3.75,409.23
14.03.2018,1.21,0.27,67.93,37.78,18.58,13.16,8.61,64.28,959.76,1.2,0
15.03.2018,1.29,0.31,76.25,36.92,12.51,18.09,6.95,67.89,947.99,2.5,130.27
16.03.2018,1.31,0.32,77.07,40.93,14.95,13.07,8.43,69.12,952.06,1.09,25.22
17.03.2018,1.28,0.35,42.41,36.37,7.36,16.08,5.2,79.95,945.79,2.17,395.57
18.03.2018,1.01,0.33,50.95,21.71,4.18,29.91,0.62,83.06,949.22,2.94,0
19.03.2018,1.24,0.36,56.97,41.21,19.97,40.61,-0.05,78.89,955.67,2.18,0.67
20.03.2018,1.87,0.33,77.65,34.62,9.93,32.48,0.03,65.99,963.27,2.17,8.4
21.03.2018,1.98,0.28,71.79,38.52,12.5,19.28,1.36,58.27,972.73,2.16,0.18
22.03.2018,2.48,0.3,72.72,41.8,11.94,21.66,1.53,60.67,968.53,1.29,120.22
23.03.2018,1.69,0.29,70.37,36.82,9.2,19.4,4.96,67.21,957.79,0.99,15.2
24.03.2018,2.51,0.35,95.46,44.9,7.77,21.72,6.15,58.24,949.73,1.27,0
25.03.2018,2.69,0.34,101.94,38.92,6.61,19.83,8.54,51.64,955.03,0.92,0
26.03.2018,2.06,0.34,83,39.52,7.34,34.31,8.04,63.37,962.59,1.14,96.37
27.03.2018,1.27,0.3,81.32,28.04,7.5,33.13,7.06,72.95,963.94,1.82,527.78
28.03.2018,,0.24,76.34,20.43,12.38,7.24,9.52,81.68,957.6,3.01,740.01
29.03.2018,1.13,0.24,91.06,31.28,25.68,8.95,6.69,78.61,957.67,1.67,418.08
30.03.2018,1.47,0.26,89.76,22.01,3.56,9.66,6.08,79.89,952.17,2.37,209.43
31.03.2018,1.11,0.23,94.88,18.71,1.27,4.31,4.95,86.22,950.92,1.58,731.8
01.04.2018,1.23,0.23,83.53,14.81,0.9,5.73,6.18,74.31,961.15,2.49,125.71
02.04.2018,2.43,0.31,89.67,35.18,4.36,9.42,8.62,57.94,959.97,0.61,1.03
03.04.2018,2.24,0.35,83.8,41.88,21.03,18.43,13.72,46.62,956.55,1.02,3.38
04.04.2018,2.22,0.34,93.75,40.46,26.22,20.31,11.56,59.38,956.84,2.24,165.71
05.04.2018,1.19,0.24,91.25,15.51,3.67,6.98,10.2,65.37,965.23,2.83,25.8
06.04.2018,1.98,0.29,79.19,29.03,14.71,15.27,10.91,52.47,966.93,2.56,0
07.04.2018,2.49,0.35,89.67,35.61,6.51,22.96,14.35,50.9,962.21,1.28,0
08.04.2018,2.03,0.39,99.82,35.18,4.7,25.46,16.42,42.69,957.24,1.12,0
09.04.2018,2.19,0.37,94.35,45.44,35.88,25.7,15.68,46.35,954.45,1.04,0.6
10.04.2018,1.57,0.31,99.77,32.87,30.33,20.2,12.42,63.6,953.94,1.58,18.85
11.04.2018,1.6,0.31,102.11,37.98,25.59,16.53,12.85,50.31,953.34,1.87,76.7
12.04.2018,1.61,0.31,114.24,38.01,14.64,18.14,15.09,36.7,949.42,1.58,0
13.04.2018,1.83,0.31,101.79,31.75,34.33,13.96,13.15,49.63,959.18,1.83,34.17
14.04.2018,1.98,0.32,116.38,33.23,5.38,11.85,13.95,49.35,967.07,1.45,0
15.04.2018,1.93,0.35,96.7,27.81,2.04,16.49,14.33,58.08,962.38,0.89,0
16.04.2018,1.42,0.37,74.39,34.79,27.84,18.15,13.55,76.6,965.26,1.37,277.43
17.04.2018,1.21,0.36,102.46,34.15,33.57,19.57,15.7,60.21,973.48,1.66,0
18.04.2018,1.54,0.32,109.23,30.59,29.63,17.55,17.89,43.99,976.99,2.18,0
19.04.2018,1.92,0.35,122.63,44.98,26.12,26.29,18.81,44.26,975.66,0.8,0
20.04.2018,2.07,0.38,126,46.32,25.52,24.16,19.55,45.01,972.51,0.61,0
21.04.2018,1.76,0.41,154.61,32.93,2.76,21.04,20.34,43.91,969.13,0.61,0
22.04.2018,1.28,0.37,129.35,24.43,1.35,19.85,20.68,42.42,966.1,1.19,0
23.04.2018,1.43,0.29,98.27,23.26,24.87,25.68,18,57.48,967.67,1.86,81.95
24.04.2018,0.88,0.27,108.4,18.43,4.77,21,17.86,60.74,968.1,1.6,0
25.04.2018,0.91,0.25,106.37,14.45,3.56,29.89,18.65,55.59,964.7,2.8,1.3
26.04.2018,0.99,0.25,78.08,18.72,4.11,14.91,13.24,57.13,968.29,1.91,0.08
27.04.2018,1.38,0.28,100.17,26.98,14.97,19.6,16,46.8,961.64,1.62,0
28.04.2018,1.26,0.27,107.99,16.99,1.76,15.24,17.45,49.91,961.25,1.27,0
29.04.2018,1.06,0.27,111.61,10.54,1.17,22.72,19.34,46.46,954.51,2.79,0
30.04.2018,0.84,0.22,109.03,12.79,2.2,12.14,12.94,61.95,957.24,2.56,393.92
01.05.2018,1.06,0.22,78.83,14.53,1.86,6.56,10.53,72.19,962.41,0.75,372.35
02.05.2018,1.4,0.28,57.06,29.47,12.01,20.67,12.19,62.78,960.59,1.5,7.88
03.05.2018,1.53,0.28,75.08,30.84,10.46,24.6,14.12,61.15,962.32,1.47,2.98
04.05.2018,1.26,0.26,85.31,22.9,9.44,31.63,16.48,62.72,964.34,2.15,0
05.05.2018,1.17,0.28,109.45,12.7,2.32,26.69,19.14,58.65,966.58,2.4,0
06.05.2018,1.26,0.32,121.21,14.01,1.73,28.16,18.88,59.47,967.78,2.27,0
07.05.2018,1.8,0.29,119.34,31.18,7.41,24.9,18.67,47.73,964.52,1.59,12.38
08.05.2018,1.49,0.29,124.45,32.98,8.86,25.52,19.97,48.65,958.88,0.96,0
09.05.2018,1.38,0.26,118.62,31.71,10.33,22.04,18.54,47.65,956.68,1.33,25.7
10.05.2018,0.85,0.23,105.24,9.45,1.07,9.86,13.85,76.06,963.25,1.87,353.62
11.05.2018,1.15,0.25,103.46,18.56,4.32,15.06,16.14,61.17,966.67,1.19,0
12.05.2018,1.25,0.32,117.23,23.71,3.56,15.57,19.54,56.39,962.76,0.9,2.92
13.05.2018,0.85,0.26,105.68,6.9,0.74,6.66,13.96,70.73,960,2.27,46.1
14.05.2018,0.84,0.25,78.48,18.26,5.89,8,11.54,80.96,959.45,1.91,264.6
15.05.2018,0.83,0.26,93.52,22.03,6.4,9.58,12.02,84.64,962.07,1.38,347.42
16.05.2018,0.87,0.28,81.79,30.62,7.79,12.51,12,87.66,964.67,1.31,496.63
17.05.2018,0.96,0.31,75.5,36.5,10.43,18.45,12.79,86.65,967.44,0.63,280.55
18.05.2018,1.15,0.29,95.05,25.93,8.28,25.28,16.03,68.36,967.8,1.41,0
19.05.2018,1.16,0.28,111.1,16.65,2.82,21.2,15.68,64.06,967.45,1.8,3.23
20.05.2018,1.07,0.26,97.45,11.47,2.18,10.2,15.35,67.47,966.65,1.54,0
21.05.2018,1.13,0.24,117.16,15.7,1.57,11.68,17.47,64.01,963.03,0.78,15.82
22.05.2018,1.17,0.28,114.57,27.07,7.76,14.11,18.15,65.86,962.09,1.09,249.22
23.05.2018,0.9,0.43,105.27,26.75,7.19,13.28,17.6,73.36,966.39,1.02,178.52
24.05.2018,0.88,0.26,113.55,19.5,4.97,12.54,19.37,63.85,967.44,1.07,0
25.05.2018,1.13,0.28,126.3,31.73,9.66,14.3,20.99,50.79,967.18,0.9,0
26.05.2018,1.23,0.32,133.21,21.15,2.53,15.8,22.37,49.72,968.61,1.15,8.1
27.05.2018,1.14,0.31,119.88,14.08,1.68,15.19,22.74,54.5,967.55,1.15,0
28.05.2018,1.01,0.25,114.14,24.93,6.3,21.22,23.53,48.23,965.29,1.21,0
29.05.2018,0.91,0.23,92.24,16.01,2.62,14.02,20.4,66.17,964.94,1.77,130.45
30.05.2018,1,0.26,102.28,25.9,8.31,16.75,21.15,66.78,964.07,1.04,77.7
31.05.2018,0.87,0.26,101.38,19.34,5.93,17.81,20.05,71.68,965.2,1.45,83.28
01.06.2018,0.92,0.25,111.33,17.14,3.7,11.21,19.63,65.76,969.05,1.12,59.92
02.06.2018,1.02,0.29,112.7,18.3,2.91,9.91,21.02,60.71,968.45,0.83,0
03.06.2018,1.23,0.33,116.27,14.5,2.4,11.28,22.14,58.41,965.42,1.49,0
04.06.2018,1.05,0.27,113.68,23.96,5.94,14.57,21.23,66.9,960.48,1.2,212.92
05.06.2018,0.92,0.26,121.13,20.27,5.78,15.34,21.66,67.12,960,1.06,0
06.06.2018,0.96,0.25,121.73,14.39,2.04,17.22,22.26,63.29,961.92,1.51,41.03
07.06.2018,0.91,0.24,99.84,15.65,4.11,12.02,21.12,67.73,964.86,1.24,1.65
08.06.2018,1.01,0.27,94.73,32.03,29.22,14.68,20.17,75.12,962.53,1.05,320.52
09.06.2018,0.91,0.29,113.74,11.77,1.91,11.81,21.92,69.28,962.79,1.04,0
10.06.2018,0.95,0.31,97.87,9.57,1.38,10.73,23.77,61.83,962.34,1.22,0
11.06.2018,0.87,0.31,71.14,32.15,18.88,15.73,20.91,77.7,960.57,0.92,211.85
12.06.2018,0.88,0.24,75.34,22.51,6.46,9.35,18.64,80.97,959.63,1.16,303.95
13.06.2018,0.9,0.25,62.85,31.64,17.27,15.61,14.53,84.91,962.86,1.36,313.36
14.06.2018,1.2,0.23,99.5,23.23,10.26,16.77,16.43,63.38,965.71,1.02,39.17
15.06.2018,2.39,0.25,111.33,25.01,9.06,17.96,18.93,54.77,965.84,1.41,0
16.06.2018,1.46,0.27,132.54,18.29,2.51,15.19,20.69,51.18,965.44,1.06,0
17.06.2018,1.19,0.28,91.53,9.62,1.06,12.65,20.44,61.73,968.41,1.33,5.37
18.06.2018,1.16,0.24,103.06,18.87,7.55,14.92,20.88,55.99,972.06,1.27,0
19.06.2018,1.28,0.25,99.95,26.12,8.79,15.75,22.09,53.67,973.47,1.29,0
20.06.2018,1.4,0.25,116.41,32.43,9.75,16.71,24.09,52.28,969.91,1.13,0
21.06.2018,1.14,0.26,113.71,21.89,3.57,18.89,24.26,52.89,967.34,2.3,0
22.06.2018,1.53,0.23,95.09,16.31,6,18.7,17.39,40.13,973.07,2.42,0
23.06.2018,1.5,0.24,102.64,12.19,2.68,12.08,17.4,45.29,973.02,1.78,0
24.06.2018,1.46,0.26,105.57,10.25,1.81,12.39,17.87,51.81,969.78,1.76,1.33
25.06.2018,1.45,0.23,88.2,20.49,7.43,18.37,18.81,50.33,970.76,1.92,0
26.06.2018,1.56,0.23,88.54,22.13,8.58,27.36,19.98,50.55,971.31,1.86,0
27.06.2018,1.39,0.21,97.2,20.57,8.24,17.37,20.83,50.39,969.51,2.15,0
28.06.2018,1.23,0.22,96.49,18.02,7.85,15.83,18.64,56.16,967.34,2.85,39.48
29.06.2018,1.01,0.24,98.4,18.94,7.13,17.42,19.94,69.91,964.64,1.82,0
30.06.2018,1.2,0.31,119.09,18.16,4.52,21.37,24.25,56.17,962.65,1.2,0
01.07.2018,1.53,0.33,127.18,10.27,1.53,17.89,23.79,49.21,962.62,2.87,0
02.07.2018,1.75,0.3,137.13,30.51,10.48,19.35,23.93,44.08,962.9,1.75,0
03.07.2018,1.26,0.28,109.85,27.15,5.9,14.74,21.61,65.28,966.32,1.23,176.5
04.07.2018,1.2,0.26,123.82,21.12,4.4,15.04,23.96,58.25,965.84,1.19,0
05.07.2018,0.99,0.27,101.04,22.63,7.1,9.06,19.15,79.19,965.74,1.47,357.25
06.07.2018,0.92,0.27,84.6,22.76,8.7,8.87,18,85,969.59,1.13,275.9
07.07.2018,1.15,0.31,105.08,18.06,3.73,15.45,21.18,64.61,971.8,1.24,0
08.07.2018,1.39,0.34,136.08,16.13,2.06,18.25,22.73,55.08,970.41,1.2,0
09.07.2018,1.84,0.27,131.43,24.5,4.58,14.22,23.23,43.54,968.6,1.36,0
10.07.2018,1.52,0.24,101.54,16.07,2.62,15.22,21.25,48.93,966.03,1.84,0
11.07.2018,1.41,0.22,104.11,15.21,4.49,27.94,19.04,46.79,966.1,1.53,0
12.07.2018,1.63,0.25,,26.52,7.13,31.87,20.57,47.31,966.95,1.35,0
13.07.2018,1.53,0.27,132.1,30.46,7.54,16.7,23.15,47.46,968.45,0.91,1.95
14.07.2018,1.49,0.31,145.28,17.1,2.08,16.58,24.79,44.85,967.48,0.89,0
15.07.2018,1.21,0.32,132.78,7.28,1.02,9.69,23.29,51.21,965.85,1.53,29.08
16.07.2018,1.19,0.24,139.44,18.92,4.21,10.69,22.55,53.67,963.44,1.24,52.75
17.07.2018,1.2,0.26,138.94,23.55,4.34,12.78,21.71,60.08,966.34,1.15,49.8
18.07.2018,1.29,0.27,144.9,26.95,6.26,14.93,23.48,53.34,966.61,0.85,0
19.07.2018,1.71,0.27,142.39,27.05,4.88,20.22,24.92,43.61,965.56,1.23,0
20.07.2018,1.49,0.28,156.79,22.76,3.49,22.02,23.97,51.61,963.77,1.48,78.68
21.07.2018,1.14,0.26,102.17,7.72,0.88,8.18,20.16,67.25,963.64,1.5,66.43
22.07.2018,1.2,0.31,110.31,11.63,1.31,11.46,20.53,66.55,965.07,1.33,38.22
23.07.2018,1.29,0.27,128.63,20.19,4.06,16.23,22.02,61.16,966.88,1.09,0.08
24.07.2018,1.37,0.28,144.35,21.14,4.65,19.59,24.74,51.17,964.19,1.39,0
25.07.2018,1.46,0.27,147.38,23.61,4.33,18.68,26.41,44.52,964.73,1.12,0
26.07.2018,1.54,0.26,123.31,27.14,6.96,18.58,26.67,41.8,964.15,1.94,0
27.07.2018,1.58,0.3,171.27,29.48,5.29,17.06,26.54,39.81,962.38,0.87,0
28.07.2018,1.29,0.31,109.8,22.36,2.22,17.81,22.34,62.33,963.38,1.39,132.1
29.07.2018,1.31,0.31,124.88,16.78,2.17,12.37,24.71,55.7,965.28,0.93,0
30.07.2018,1.26,0.31,124.49,26.22,5,14.54,27.05,42.46,966.18,0.54,0
31.07.2018,1.29,0.31,148.11,27.16,4.37,17.93,28.25,39.19,966.55,0.92,0
01.08.2018,1.21,0.27,160.84,12.26,1.26,17.65,26.83,52.32,968.16,1.66,31.97
02.08.2018,0.93,0.26,145.7,19.85,4.43,14.25,25.61,57.18,970.66,1.61,0
03.08.2018,0.96,0.29,142.01,22.43,5.07,23.93,27.87,50.83,968.57,1.89,0
04.08.2018,1.03,0.34,149.95,17.89,2.16,25.7,28.68,48.48,967.38,1.31,0
05.08.2018,1.11,0.41,168.18,14.8,1.58,23.43,28.47,46.5,967.28,1.36,0
06.08.2018,1.1,0.3,180.22,24.7,8.76,22.15,27.76,45.38,965.85,1.42,0
07.08.2018,0.9,0.27,136.14,20.1,3.98,15.78,27.15,46.81,964.07,1.47,0.17
08.08.2018,0.88,0.26,138.19,22.02,4.61,21.95,25.3,55.92,964.93,1.43,127.18
09.08.2018,0.91,0.25,131.55,19.54,3.83,14.89,23.48,62.67,965.66,1.62,173.52
10.08.2018,0.94,0.23,82.21,17.27,5.36,6.45,20.04,58.19,973.33,1.12,63.48
11.08.2018,1.11,0.26,95.15,16.68,2.62,7,20.66,46.22,972.95,0.96,0
12.08.2018,1.36,0.31,109.78,19.61,3.15,8.64,22.67,46.2,966.4,1.15,0
13.08.2018,1.01,0.26,101.17,18.32,3.58,11.6,21.65,67.5,962.44,1.95,173.27
14.08.2018,0.86,0.23,72.74,12.98,3.91,6.24,20.28,70.69,966.47,1.4,102.7
15.08.2018,1.1,0.25,90.17,24.8,8.68,11.91,21.85,56.7,969.7,0.95,0
16.08.2018,1.25,0.29,108.47,34.28,10.17,12.5,22.96,51.56,966.31,1.15,0
17.08.2018,1.1,0.29,120.64,26.9,5.28,12.57,22.39,62.44,966.4,1.29,50.03
18.08.2018,1.08,0.31,124.86,18.27,3.57,12.19,22.28,66.04,970.6,0.81,0
19.08.2018,1.28,0.38,143.96,18.68,4.41,16.68,23.96,58.04,970.54,0.9,0
20.08.2018,1.29,0.32,137.35,32.59,11.07,16.68,24.87,49.26,969.22,0.62,0
21.08.2018,1.34,0.29,134.52,28.57,8.06,17.37,24.79,54.1,968.34,1.68,0
22.08.2018,1.3,0.3,149.81,31.69,8.18,16.05,25.55,52.84,966.98,1.17,87.87
23.08.2018,0.97,0.28,138.91,19.72,4.1,13.5,23.63,64.06,965.15,1.6,180.77
24.08.2018,0.89,0.25,99.07,12.42,2.67,9.63,19.72,71.36,964.67,2.26,264.33
25.08.2018,0.99,0.28,60.61,11.69,2.69,9.1,15.3,68.83,965.14,1.48,186.28
26.08.2018,1.21,0.3,79.12,13.77,3.52,5.7,14.57,59.82,967.06,1.02,0
27.08.2018,1.4,0.3,86.39,26.58,8.67,10.15,19.81,52.06,966.81,0.94,0
28.08.2018,1.23,0.3,90.89,29.78,9.14,14.33,22.3,57.47,967.8,0.93,0
29.08.2018,1.11,0.33,116.27,25.95,8.32,15.71,20.93,70.44,965.87,1.7,231.85
30.08.2018,0.98,0.31,82.76,17.24,4.13,11.51,17.85,70.49,970.03,1.37,0
31.08.2018,1.01,0.37,58.41,32.37,14.82,14.8,15.17,84.93,968.84,1.34,507.73
01.09.2018,1.09,0.33,51.55,20.97,6.57,14.49,13.99,86.31,971.79,1.13,238.85
02.09.2018,1.23,0.3,56.71,14.58,3.72,11.81,14.63,81.23,969.81,1.87,1.82
03.09.2018,1.24,0.34,47.02,28.7,16.33,11.79,16.63,75.45,966.1,0.76,0
04.09.2018,1.27,0.34,88.16,28.12,11.76,12.55,18.97,65.17,965.87,1.04,0
05.09.2018,1.36,0.36,105.06,41.4,15.73,16.83,19.91,63.3,965.86,0.73,0
06.09.2018,1.28,0.37,106.64,25.61,11.64,16.87,19.94,67.87,963.04,1.38,33.25
07.09.2018,1.13,0.31,95.99,18.47,3.07,13.94,18.82,69,965.89,1.36,143.65
08.09.2018,1.4,0.35,112.59,22.13,3.83,11.92,18.96,57.83,970.03,0.72,0
09.09.2018,1.47,0.43,111.57,32.37,5.18,14.01,19.68,58.9,971.33,0.75,0
10.09.2018,1.57,0.39,115.65,41.2,15.05,16.04,20.82,56.95,973.29,0.73,0
11.09.2018,1.43,0.41,122.23,50.32,16.19,19.73,21.73,57.69,974.71,0.67,0
12.09.2018,1.43,0.41,119.73,47.47,12.18,21.82,22.59,57.24,971.61,0.74,55.1
13.09.2018,1.08,0.33,118.34,28.67,10.23,16.93,20.59,76.41,968.35,1.25,477.42
14.09.2018,1.08,0.3,94.74,24.89,8.59,12.72,19.39,73.27,969.3,1.39,0
15.09.2018,1.33,0.34,95.5,16.87,3.82,17.07,19.06,64.72,972.73,1.19,0
16.09.2018,1.48,0.37,84.33,19.73,2.98,17.55,17.94,66.85,971.79,1.18,0
17.09.2018,1.23,0.43,90.04,42.51,24.32,20.78,20.15,67.63,969.91,0.72,0
18.09.2018,1.15,0.41,76.28,42.35,16.72,20.42,20.45,66.28,968.32,1.06,23.02
19.09.2018,1.29,0.38,95.84,40.54,17.54,18.75,21.01,64.36,970.73,0.71,0
20.09.2018,1.28,0.39,105.58,45.08,16.75,22.32,21.57,64.08,969.35,0.68,0
21.09.2018,1.17,0.33,107.52,27.88,6.93,19.23,19.96,65.56,965.95,2.12,88.45
22.09.2018,1.28,0.27,91.56,15.12,3.13,8.85,15.96,57.66,972.25,0.83,81.92
23.09.2018,1.15,0.27,69.12,5.42,0.88,7.23,20.77,60.13,966.98,3.6,208.15
24.09.2018,1.26,0.26,63.3,21.42,12.82,6.74,12.26,59.97,979.56,1.84,0
25.09.2018,1.6,0.25,65.99,21.88,11.08,16.59,11.14,54.88,982.82,2.97,0
26.09.2018,1.68,0.32,57.65,40.34,18.34,43.8,12.18,62.38,982.42,1.17,0
27.09.2018,1.66,0.44,77.86,57.23,38.87,39.09,15.59,68.12,977.65,0.83,0
28.09.2018,1.7,0.42,105.71,45.79,29.66,32.12,17.19,63.4,971.2,1.08,0
29.09.2018,1.58,0.27,80.51,13.22,3.85,20.03,14.38,62.04,971.09,2.7,0
30.09.2018,1.77,0.3,99.71,19.77,4.87,16.94,14.96,68.3,966.82,1.1,259.27
01.10.2018,1.47,0.27,92.86,20.81,3.85,14.41,11.29,75.83,967.24,1.62,365.08
02.10.2018,1.46,0.24,67.77,20.43,6.64,12.36,10.63,63.63,973.36,1.22,3.52
03.10.2018,1.5,0.27,55.13,33.27,15.05,10.76,13.45,67.48,975.56,0.79,0
04.10.2018,0.81,0.29,54.69,31.65,17.47,14.03,13.71,72.1,974.38,2.02,0
05.10.2018,0.86,0.4,52.37,48.85,46.92,22.97,14.93,70.83,969.84,0.68,0
06.10.2018,0.44,0.45,87.36,53.81,66.66,27.71,16.52,70.96,963.73,0.88,0.87
07.10.2018,0.47,0.39,87.12,37.67,23.67,20.27,17.07,70.77,963.9,1.23,0
08.10.2018,0.31,0.37,46.54,33.51,16.42,30.52,15,79.36,968.75,1.15,0
09.10.2018,0.21,0.36,50.16,35.26,22.09,36.58,15.91,77.83,970.46,1.36,0
10.10.2018,0.13,0.36,32.99,31.83,18.5,31.47,16.19,77.3,966.08,1.69,0
11.10.2018,0.13,0.42,28.13,40.76,30.13,28.97,14.87,80.75,964.99,0.9,26.85
12.10.2018,0.14,0.51,56.22,44.37,44.61,94.49,16.23,76.54,972.52,0.94,0
13.10.2018,0.18,0.49,75.89,38.02,22.01,20.65,15.79,78.31,970.52,0.75,0
14.10.2018,0.24,0.46,70.36,36.56,14.31,19.1,15.23,71.75,963.53,1.2,12.53
15.10.2018,,,,,,29.34,15.82,56.54,963.51,1.24,0
16.10.2018,0.57,0.42,73.11,60.84,45.93,35.6,14.8,61.11,967.7,1.01,0
17.10.2018,0.52,0.44,83.99,53.55,34.5,34.84,14.46,66.44,967.68,1.33,0
18.10.2018,0.65,0.45,64.27,48.62,31.9,40.15,14.63,68.25,967.58,1.65,0
19.10.2018,0.56,0.38,49.99,41.45,15.88,60.89,12.82,78.62,970.53,1.1,0
20.10.2018,0.76,0.43,81.5,33.47,17.08,63.01,13.45,76.58,975.83,1.12,0
21.10.2018,0.61,0.32,59.74,29.69,9.02,48.52,11.11,77.44,974.77,1.46,0
22.10.2018,0.75,0.27,49.58,37.38,17.77,28.16,9.41,63.19,975.59,1.71,0
23.10.2018,0.75,0.32,51.51,39.93,25.69,39.12,10.82,65.92,977.41,1.28,23.32
24.10.2018,0.62,0.27,64.47,31.02,8.9,20.24,13.17,58.41,975.18,0.94,0.33
25.10.2018,0.56,0.31,50.89,35.29,34.63,34.42,13.06,74.19,969.6,0.92,0
26.10.2018,0.74,0.26,42.27,25.76,11.87,31.15,11.61,76,961.3,1.18,0
27.10.2018,0.31,0.2,52,19.33,5.13,9.55,7.15,85.09,956.94,1.98,1212.25
28.10.2018,0.34,0.19,44.29,16,4.17,4.12,3.59,88.72,953.17,2.61,435.53
29.10.2018,0.32,0.26,30.22,25.66,20.49,11.54,5.24,89.75,944.77,2.62,261.67
30.10.2018,0.29,0.25,38.84,22.61,10.93,5.67,5.91,79.73,949.96,2.92,275.08
31.10.2018,0.55,0.37,14.05,40.09,43.89,13.67,6.03,80.56,962.32,2.18,0
01.11.2018,0.58,0.39,65.48,37.57,37.27,14.17,9.19,73.77,962.61,1.03,0
02.11.2018,0.65,0.33,29.72,42.67,31.13,15.22,10.14,77.81,970.71,1.25,0
03.11.2018,0.62,0.27,45.02,23.1,6.66,19.21,10.78,72.88,972.47,1.93,0
04.11.2018,0.55,0.29,22.16,20.07,8.67,25.56,9.86,81.86,964.72,1.1,0
05.11.2018,0.51,0.37,,30.29,42.36,29.25,10.17,84.15,958.91,0.89,0
06.11.2018,0.64,0.43,,41.43,49.46,21.95,10.1,78.96,957.94,1.62,0
07.11.2018,0.69,0.38,43.14,48.85,41.77,21.37,10.52,76.5,962.31,0.83,37.1
08.11.2018,0.55,0.3,47.14,33.24,16.95,13.88,11.18,78.59,968.95,1.18,117.75
09.11.2018,0.51,0.34,23.45,34.22,29.61,28.18,10.17,84.13,964.97,0.56,0
10.11.2018,0.48,0.36,19.72,32.36,19.16,24.13,9.6,85.3,960.52,0.79,23.12
11.11.2018,0.53,0.34,53.79,28.67,15.61,14.56,11.55,86.03,963.68,0.86,355.48
12.11.2018,0.48,0.42,11.71,38.66,46.69,21.57,10.77,85.25,968.14,1,9.6
13.11.2018,0.49,0.41,41.81,42.81,42.32,12.09,9.89,89.22,976.81,1.23,265.12
14.11.2018,0.44,0.3,24.64,35.41,24.38,17.01,7.93,91.08,977.69,1.45,0
15.11.2018,0.51,0.28,12.66,32.15,22.93,16.27,7.45,85.82,975.16,1.52,0
16.11.2018,0.52,0.27,16.71,28.68,18.68,19.61,5.74,79.99,974.46,1.56,0
17.11.2018,0.64,0.27,33.53,22.7,10.38,23.41,4.71,68.65,972.35,2.02,0
